idade,renda_mensal,divida_existente,score_serasa,tempo_emprego_meses,num_emprestimos_ativos,genero,estado_civil,escolaridade,tipo_moradia,default
53,6010.52,13206.84,313,52,0,Masculino,Casado,Médio,Financiada,1
59,4265.95,12987.99,369,166,1,Feminino,Casado,Superior,Alugada,1
54,4219.18,12976.16,710,111,1,Feminino,Viúvo,Superior,Financiada,0
39,8937.51,20777.15,890,21,2,Masculino,Solteiro,Médio,Propria,0
59,6879.47,13143.43,617,66,0,Masculino,Solteiro,Médio,Alugada,1
29,3478.8,12307.59,736,197,4,Feminino,Solteiro,Pós-graduação,Alugada,0
59,6141.88,5555.8,891,99,2,Feminino,Solteiro,Médio,Alugada,0
30,5236.7,22170.42,445,79,4,Feminino,Viúvo,Médio,Propria,1
28,5783.1,10299.52,526,194,1,Masculino,Divorciado,Superior,Financiada,1
33,5274.68,7390.79,681,99,2,Masculino,Viúvo,Superior,Financiada,0
25,7379.29,16491.63,479,74,2,Feminino,Casado,Fundamental,Alugada,1
57,5691.24,9631.41,835,119,2,Feminino,Casado,Fundamental,Financiada,0
57,4875.82,11318.33,398,16,1,Masculino,Viúvo,Fundamental,Propria,0
62,7084.38,16809.22,690,146,1,Feminino,Casado,Superior,Financiada,0
19,5466.57,12714.62,569,187,3,Masculino,Divorciado,Superior,Propria,0
47,5242.96,31181.27,393,71,1,Feminino,Divorciado,Fundamental,Alugada,1
47,5628.05,14476.2,762,123,1,Feminino,Viúvo,Médio,Alugada,0
29,4812.78,19324.87,584,205,4,Feminino,Casado,Superior,Propria,0
27,5018.45,1408.14,321,89,1,Masculino,Divorciado,Médio,Alugada,1
61,3826.61,8975.46,301,239,0,Masculino,Divorciado,Pós-graduação,Financiada,1
28,3497.67,7391.6,402,216,4,Feminino,Casado,Médio,Financiada,0
32,3002.86,8319.34,335,50,3,Feminino,Solteiro,Médio,Financiada,1
33,2216.03,17908.77,573,175,0,Masculino,Casado,Superior,Propria,1
34,3240.57,22248.96,350,56,3,Feminino,Viúvo,Pós-graduação,Financiada,0
43,4651.47,17412.41,442,137,2,Feminino,Solteiro,Superior,Alugada,0
19,5206.24,13413.49,782,31,2,Masculino,Viúvo,Pós-graduação,Financiada,0
67,4457.41,10584.01,316,78,2,Feminino,Divorciado,Superior,Financiada,0
29,500.0,22795.2,888,122,1,Feminino,Solteiro,Superior,Propria,1
68,8149.17,29498.79,577,121,1,Masculino,Viúvo,Fundamental,Alugada,1
43,7172.96,15945.39,737,67,4,Masculino,Viúvo,Superior,Financiada,0
40,5891.52,21575.54,735,27,0,Feminino,Viúvo,Fundamental,Alugada,0
35,8814.98,17403.59,683,131,0,Masculino,Solteiro,Médio,Propria,1
49,3045.27,20288.53,431,188,2,Masculino,Viúvo,Pós-graduação,Propria,1
66,8775.25,6848.17,562,76,2,Masculino,Solteiro,Superior,Financiada,0
55,3069.57,11583.05,693,139,1,Masculino,Solteiro,Pós-graduação,Financiada,0
64,5477.48,17768.29,507,14,3,Masculino,Viúvo,Fundamental,Alugada,0
20,2452.33,23487.44,525,28,0,Feminino,Divorciado,Médio,Financiada,1
55,5029.39,9273.06,764,86,0,Feminino,Casado,Pós-graduação,Propria,0
20,5772.33,766.91,657,12,3,Masculino,Casado,Superior,Propria,0
47,4690.62,11512.15,443,37,0,Masculino,Solteiro,Médio,Propria,0
18,6427.75,22070.92,653,185,0,Feminino,Viúvo,Superior,Propria,0
47,5198.03,3912.73,550,109,1,Feminino,Casado,Superior,Propria,1
62,3955.17,6761.56,675,34,0,Feminino,Casado,Pós-graduação,Financiada,1
49,3866.37,16091.43,544,167,2,Masculino,Viúvo,Médio,Alugada,1
45,6621.83,14188.2,317,75,2,Feminino,Casado,Pós-graduação,Financiada,0
38,3692.52,19161.27,784,221,4,Feminino,Viúvo,Pós-graduação,Financiada,0
63,6830.81,6398.91,301,109,1,Masculino,Casado,Superior,Alugada,1
30,7445.42,12725.15,675,4,1,Masculino,Divorciado,Pós-graduação,Financiada,0
44,1662.57,23366.3,865,1,2,Feminino,Viúvo,Superior,Alugada,1
53,7265.85,6649.73,465,233,1,Masculino,Casado,Pós-graduação,Propria,0
24,9120.85,25338.39,628,29,1,Masculino,Solteiro,Pós-graduação,Propria,1
39,5504.01,7528.08,747,98,4,Masculino,Viúvo,Fundamental,Propria,0
27,6198.17,20945.67,391,118,3,Feminino,Casado,Pós-graduação,Propria,1
56,7074.01,12389.29,819,9,0,Feminino,Divorciado,Superior,Propria,0
32,4449.04,6985.64,551,72,4,Feminino,Casado,Superior,Alugada,0
32,5364.56,11521.71,338,208,3,Feminino,Solteiro,Médio,Financiada,1
21,2371.6,18814.5,735,123,0,Feminino,Viúvo,Superior,Alugada,1
49,5277.27,14952.02,661,37,2,Feminino,Divorciado,Fundamental,Alugada,1
40,5996.22,22829.29,861,186,3,Masculino,Casado,Médio,Alugada,0
23,6032.33,25050.18,382,93,0,Feminino,Solteiro,Superior,Alugada,1
41,7130.85,6718.79,326,232,4,Feminino,Solteiro,Médio,Alugada,1
37,3450.4,6206.12,888,118,0,Feminino,Solteiro,Superior,Propria,0
54,3934.79,5866.44,320,162,1,Masculino,Casado,Pós-graduação,Financiada,1
37,8791.01,8705.63,517,70,0,Masculino,Divorciado,Fundamental,Propria,0
29,4699.34,22729.5,344,139,2,Feminino,Casado,Superior,Alugada,1
50,5400.07,18922.53,706,169,4,Masculino,Divorciado,Superior,Financiada,1
45,4865.98,11184.81,778,97,3,Masculino,Viúvo,Superior,Alugada,0
25,3356.64,14922.28,863,176,0,Feminino,Divorciado,Superior,Propria,1
18,8247.06,24830.14,636,126,4,Masculino,Solteiro,Superior,Propria,1
54,3944.6,28356.08,447,66,2,Masculino,Solteiro,Médio,Alugada,1
39,2745.43,16815.69,710,32,3,Feminino,Solteiro,Pós-graduação,Financiada,1
23,4098.52,0.0,813,103,0,Masculino,Casado,Superior,Alugada,0
38,996.59,17081.01,871,140,2,Masculino,Viúvo,Superior,Financiada,1
49,3697.43,21543.24,684,202,1,Feminino,Divorciado,Pós-graduação,Alugada,0
52,3063.74,16572.43,781,231,4,Feminino,Solteiro,Médio,Financiada,1
32,6234.86,20085.6,400,147,4,Masculino,Viúvo,Médio,Alugada,1
22,3653.17,17499.46,413,222,0,Masculino,Viúvo,Pós-graduação,Propria,0
63,6775.61,6357.48,561,160,2,Feminino,Casado,Superior,Alugada,0
67,7796.97,8796.33,721,33,3,Masculino,Divorciado,Superior,Financiada,0
65,6562.35,12751.93,353,49,3,Masculino,Viúvo,Fundamental,Financiada,1
23,4569.22,22457.9,487,177,3,Masculino,Divorciado,Médio,Propria,1
42,5282.23,9638.81,838,136,3,Masculino,Casado,Superior,Financiada,0
63,1950.03,18191.32,891,6,0,Feminino,Divorciado,Superior,Financiada,1
57,4732.44,17125.85,489,136,0,Feminino,Casado,Superior,Financiada,1
46,3279.12,26103.38,846,105,4,Feminino,Solteiro,Superior,Propria,1
24,6388.65,14708.24,357,153,2,Masculino,Divorciado,Pós-graduação,Alugada,1
57,10145.5,2716.69,802,129,1,Masculino,Casado,Pós-graduação,Propria,0
30,5999.64,19528.09,488,4,0,Feminino,Viúvo,Fundamental,Propria,1
55,1017.72,29966.39,847,112,3,Masculino,Solteiro,Médio,Alugada,1
35,4277.54,19986.68,867,65,1,Feminino,Viúvo,Pós-graduação,Financiada,1
19,5244.98,9486.37,878,115,4,Feminino,Solteiro,Médio,Alugada,0
25,5174.71,7426.38,612,137,3,Masculino,Solteiro,Superior,Propria,0
28,3538.37,8329.22,468,158,2,Masculino,Divorciado,Superior,Alugada,0
50,5490.58,29023.18,430,160,1,Feminino,Viúvo,Superior,Propria,1
55,2515.0,12708.71,863,107,4,Masculino,Viúvo,Fundamental,Alugada,1
65,3110.18,10361.5,451,110,0,Feminino,Solteiro,Pós-graduação,Propria,1
44,6291.6,13890.94,404,133,2,Masculino,Solteiro,Superior,Financiada,1
37,2968.67,12781.65,666,13,3,Feminino,Solteiro,Fundamental,Alugada,1
29,6076.42,25973.55,391,77,1,Masculino,Casado,Pós-graduação,Alugada,1
60,2261.07,7898.66,731,14,4,Masculino,Divorciado,Pós-graduação,Alugada,1
48,8529.65,23264.5,878,224,1,Masculino,Solteiro,Médio,Financiada,0
44,3451.46,15854.64,604,120,2,Feminino,Divorciado,Fundamental,Alugada,1
49,4552.67,23449.19,327,222,0,Feminino,Solteiro,Superior,Alugada,1
27,5661.23,26078.33,587,208,0,Masculino,Casado,Pós-graduação,Alugada,1
20,3869.3,15593.58,654,170,2,Masculino,Solteiro,Superior,Propria,1
62,5286.81,12794.55,843,206,3,Masculino,Divorciado,Médio,Propria,0
44,6150.71,15463.25,703,147,1,Masculino,Solteiro,Médio,Alugada,0
52,6921.23,14336.61,435,239,3,Feminino,Divorciado,Médio,Financiada,0
48,6582.99,3401.23,367,20,4,Masculino,Viúvo,Pós-graduação,Propria,1
32,4656.38,25867.36,453,191,3,Masculino,Divorciado,Pós-graduação,Financiada,1
33,4706.74,16720.5,762,28,2,Feminino,Casado,Superior,Financiada,0
30,9698.22,6858.31,625,186,0,Masculino,Solteiro,Pós-graduação,Financiada,0
66,6899.78,527.34,395,72,2,Masculino,Viúvo,Médio,Alugada,0
52,3156.35,0.0,496,191,2,Masculino,Divorciado,Superior,Financiada,0
69,5199.98,20393.36,407,92,1,Feminino,Viúvo,Pós-graduação,Financiada,1
28,4329.71,10667.16,345,171,2,Masculino,Casado,Médio,Financiada,1
38,4729.33,11815.7,485,161,4,Masculino,Viúvo,Pós-graduação,Alugada,0
68,2541.01,18417.08,753,46,1,Feminino,Viúvo,Superior,Propria,1
28,4176.15,11387.66,622,8,1,Feminino,Divorciado,Superior,Propria,1
47,8623.11,18825.67,584,187,3,Masculino,Casado,Fundamental,Financiada,0
65,6158.15,15666.85,382,111,2,Feminino,Solteiro,Pós-graduação,Propria,1
52,500.0,14411.09,626,29,3,Feminino,Solteiro,Superior,Alugada,1
39,7433.45,3990.75,748,16,3,Feminino,Solteiro,Fundamental,Alugada,0
55,7179.26,9261.88,620,179,1,Masculino,Solteiro,Superior,Alugada,0
48,4281.43,19217.75,444,58,3,Masculino,Solteiro,Superior,Propria,1
31,6434.53,10225.85,577,118,3,Feminino,Viúvo,Superior,Financiada,0
41,3281.2,23437.59,313,131,1,Feminino,Solteiro,Fundamental,Financiada,1
67,4059.49,31424.81,561,167,1,Masculino,Viúvo,Superior,Financiada,1
66,7997.09,19594.7,713,223,0,Masculino,Divorciado,Médio,Propria,0
49,4456.54,25449.82,793,95,2,Masculino,Divorciado,Superior,Financiada,0
53,1260.54,20045.09,346,134,0,Masculino,Casado,Superior,Propria,1
49,4873.39,11260.17,495,37,1,Feminino,Solteiro,Fundamental,Propria,1
32,4842.82,16401.06,589,31,4,Feminino,Viúvo,Médio,Financiada,0
60,7396.74,29093.25,731,68,3,Masculino,Solteiro,Superior,Alugada,1
52,5028.67,11335.12,819,233,3,Masculino,Viúvo,Pós-graduação,Financiada,0
20,4156.84,7724.71,623,66,1,Feminino,Divorciado,Médio,Alugada,1
33,7090.11,7060.64,728,55,3,Masculino,Casado,Superior,Alugada,1
22,5241.58,13477.29,592,19,0,Feminino,Casado,Pós-graduação,Alugada,1
38,3499.95,7975.7,676,191,3,Masculino,Casado,Médio,Propria,1
27,7310.0,26718.14,834,119,4,Masculino,Solteiro,Superior,Propria,0
36,5387.32,16514.5,383,144,2,Masculino,Viúvo,Superior,Alugada,1
42,5005.85,21802.08,672,143,0,Feminino,Solteiro,Pós-graduação,Alugada,1
21,5355.82,12909.34,323,10,2,Feminino,Casado,Superior,Alugada,1
46,2858.66,7018.62,624,140,2,Feminino,Solteiro,Médio,Financiada,0
36,3944.69,5834.24,615,145,4,Feminino,Solteiro,Médio,Alugada,1
60,5007.17,8644.06,849,13,4,Masculino,Solteiro,Fundamental,Propria,0
19,4610.67,17432.68,520,33,4,Masculino,Solteiro,Superior,Alugada,1
27,7544.86,18639.18,513,203,4,Feminino,Viúvo,Superior,Financiada,1
60,5434.81,19222.37,771,85,0,Feminino,Viúvo,Fundamental,Financiada,0
42,6709.81,4579.29,790,212,4,Feminino,Casado,Médio,Alugada,0
37,5018.79,14997.14,384,124,0,Masculino,Casado,Médio,Alugada,0
65,7112.58,7817.57,684,153,3,Masculino,Divorciado,Superior,Financiada,0
36,5795.06,17810.26,303,169,2,Feminino,Viúvo,Pós-graduação,Alugada,1
40,5026.84,18353.54,413,188,3,Feminino,Solteiro,Superior,Financiada,1
41,4973.43,6794.79,514,166,3,Feminino,Viúvo,Pós-graduação,Financiada,0
28,3091.12,21776.21,635,129,1,Masculino,Solteiro,Médio,Propria,1
63,6013.83,31371.76,466,184,3,Masculino,Solteiro,Médio,Alugada,0
51,4919.59,20843.85,586,49,3,Masculino,Divorciado,Pós-graduação,Propria,1
45,3996.02,13860.16,794,112,1,Feminino,Divorciado,Superior,Propria,0
22,7212.92,12784.18,683,143,3,Masculino,Divorciado,Superior,Alugada,0
22,2499.57,13536.55,816,61,1,Masculino,Divorciado,Superior,Propria,0
68,4155.01,9674.86,426,97,0,Masculino,Solteiro,Superior,Propria,1
38,7055.44,16766.79,732,138,2,Masculino,Solteiro,Superior,Propria,0
29,5631.05,7030.76,385,210,4,Feminino,Viúvo,Superior,Financiada,1
67,4904.28,1772.12,897,126,3,Masculino,Solteiro,Médio,Propria,0
21,5502.01,16537.21,835,190,0,Masculino,Viúvo,Superior,Financiada,0
66,5358.83,15148.63,344,29,2,Feminino,Viúvo,Médio,Alugada,1
59,1966.67,11001.81,589,181,0,Masculino,Divorciado,Médio,Financiada,1
37,4301.48,6021.12,534,198,1,Feminino,Viúvo,Pós-graduação,Alugada,1
55,8233.04,17028.21,456,154,0,Feminino,Casado,Superior,Alugada,1
42,3681.35,8068.77,705,85,3,Masculino,Casado,Pós-graduação,Propria,0
31,4363.4,14027.39,804,191,3,Masculino,Solteiro,Médio,Alugada,0
28,3916.76,27354.8,421,80,4,Masculino,Casado,Pós-graduação,Financiada,1
49,4825.97,19558.33,523,78,4,Feminino,Divorciado,Superior,Financiada,1
28,3833.75,5416.07,322,136,3,Feminino,Divorciado,Médio,Propria,1
35,5973.48,6076.04,496,75,0,Feminino,Viúvo,Superior,Propria,0
44,5394.63,16062.73,778,199,3,Feminino,Solteiro,Pós-graduação,Propria,0
35,6547.1,5372.76,584,129,0,Masculino,Casado,Superior,Alugada,0
40,2898.12,987.92,817,48,3,Masculino,Solteiro,Fundamental,Alugada,0
28,4319.32,18726.6,607,47,2,Feminino,Viúvo,Fundamental,Alugada,1
38,4548.55,17246.55,644,54,0,Masculino,Divorciado,Médio,Alugada,1
61,5911.29,18154.19,697,79,1,Feminino,Viúvo,Pós-graduação,Propria,1
22,3413.56,16841.25,763,66,1,Masculino,Casado,Superior,Alugada,0
40,6831.31,14542.83,414,114,4,Feminino,Divorciado,Superior,Financiada,1
58,7372.83,10364.68,749,111,2,Feminino,Casado,Superior,Financiada,0
42,3022.26,18612.94,703,158,1,Feminino,Solteiro,Superior,Propria,1
58,4018.25,25709.18,847,106,3,Masculino,Divorciado,Médio,Propria,1
27,3936.14,11491.4,528,25,1,Masculino,Solteiro,Superior,Financiada,1
39,10264.77,7854.82,543,232,3,Feminino,Divorciado,Pós-graduação,Alugada,1
36,4140.2,7054.16,364,109,2,Feminino,Casado,Superior,Alugada,1
18,8355.25,8932.89,536,65,4,Feminino,Casado,Pós-graduação,Propria,0
24,2466.74,16418.19,302,157,1,Masculino,Viúvo,Médio,Propria,1
21,3020.7,22.61,799,204,4,Feminino,Viúvo,Médio,Financiada,0
18,3626.79,18074.19,336,100,2,Masculino,Divorciado,Superior,Financiada,1
32,3308.62,19507.39,549,205,0,Masculino,Divorciado,Superior,Propria,1
57,4464.2,2413.45,302,0,2,Feminino,Divorciado,Superior,Alugada,1
29,3582.44,8145.74,534,223,2,Masculino,Viúvo,Superior,Financiada,0
39,3361.32,15557.77,716,69,2,Feminino,Casado,Pós-graduação,Alugada,1
39,7316.94,13995.71,550,149,0,Feminino,Solteiro,Pós-graduação,Alugada,1
67,7447.59,18637.46,442,202,0,Masculino,Solteiro,Médio,Propria,0
64,6898.59,14012.04,355,112,2,Masculino,Divorciado,Fundamental,Alugada,1
34,6048.0,23853.39,360,214,0,Masculino,Solteiro,Médio,Propria,1
46,5185.49,12751.81,367,53,3,Masculino,Solteiro,Superior,Propria,1
63,4005.94,8118.77,378,141,2,Masculino,Solteiro,Superior,Alugada,0
31,3093.68,7555.91,626,13,1,Masculino,Viúvo,Médio,Financiada,1
67,5725.99,20148.28,666,211,3,Masculino,Viúvo,Médio,Alugada,1
37,2652.74,15207.35,834,198,2,Feminino,Solteiro,Médio,Propria,0
67,3012.16,19436.01,825,18,1,Masculino,Casado,Médio,Alugada,1
65,7305.83,19291.86,689,153,1,Feminino,Casado,Médio,Financiada,0
50,8801.3,861.05,588,58,4,Masculino,Viúvo,Médio,Alugada,0
60,5786.59,7019.42,820,149,4,Masculino,Casado,Superior,Alugada,0
32,7212.91,7855.62,552,5,1,Feminino,Divorciado,Médio,Propria,0
29,4508.3,9287.55,394,62,2,Feminino,Divorciado,Médio,Alugada,1
57,2324.65,12057.51,302,76,2,Feminino,Casado,Superior,Alugada,1
37,6224.34,21994.05,345,73,2,Feminino,Solteiro,Médio,Alugada,0
47,6138.58,23389.38,824,181,2,Masculino,Casado,Superior,Financiada,0
55,5143.34,12949.76,781,126,1,Masculino,Solteiro,Superior,Alugada,0
20,4515.25,13241.03,896,146,0,Feminino,Solteiro,Superior,Alugada,1
45,6924.42,10061.96,717,94,0,Masculino,Casado,Pós-graduação,Alugada,0
43,3028.53,15624.31,342,9,2,Masculino,Divorciado,Médio,Financiada,1
47,3452.44,16417.65,858,36,4,Feminino,Solteiro,Médio,Alugada,0
30,2983.79,20645.33,505,204,1,Feminino,Solteiro,Superior,Alugada,1
30,5169.95,20589.07,574,144,0,Masculino,Viúvo,Superior,Alugada,0
19,2824.21,0.0,894,182,1,Feminino,Casado,Fundamental,Financiada,1
54,3631.52,13932.19,396,132,4,Masculino,Viúvo,Médio,Propria,1
66,3588.49,24688.7,478,148,1,Feminino,Solteiro,Médio,Propria,1
55,4478.78,11933.2,447,117,4,Masculino,Solteiro,Superior,Propria,1
19,2025.25,22974.69,683,166,4,Feminino,Viúvo,Médio,Alugada,1
53,5174.41,12854.84,371,147,3,Feminino,Casado,Superior,Financiada,0
43,7494.61,16224.46,516,198,4,Feminino,Viúvo,Superior,Propria,0
28,5270.98,7041.77,732,142,3,Feminino,Viúvo,Médio,Financiada,0
25,8082.64,7305.26,800,78,4,Masculino,Solteiro,Superior,Financiada,0
61,7668.0,20078.44,332,52,4,Masculino,Divorciado,Superior,Alugada,0
57,6555.47,21172.73,515,214,1,Masculino,Divorciado,Médio,Alugada,0
60,5149.37,15185.0,400,32,3,Masculino,Divorciado,Médio,Financiada,1
39,5045.0,6407.33,769,121,0,Feminino,Casado,Médio,Propria,0
37,6527.6,15306.63,479,171,0,Masculino,Viúvo,Médio,Financiada,0
25,4216.66,23800.64,632,193,1,Feminino,Casado,Pós-graduação,Propria,1
46,1234.96,27200.07,787,177,0,Masculino,Divorciado,Médio,Financiada,1
57,5984.01,12783.04,759,31,0,Feminino,Casado,Pós-graduação,Propria,0
43,2737.86,3380.93,676,78,4,Masculino,Casado,Médio,Propria,0
47,3075.72,20882.55,434,198,2,Feminino,Casado,Superior,Financiada,1
34,5000.45,13068.26,709,200,2,Masculino,Divorciado,Superior,Financiada,0
37,4809.75,21601.28,454,182,0,Feminino,Casado,Superior,Financiada,1
69,2175.85,16967.51,579,155,1,Feminino,Casado,Superior,Financiada,1
33,5330.98,8815.89,778,213,1,Masculino,Divorciado,Superior,Financiada,0
63,6932.28,15407.71,498,2,3,Masculino,Divorciado,Médio,Propria,0
60,2743.32,24158.37,716,52,1,Feminino,Casado,Pós-graduação,Propria,1
24,7544.97,13955.92,397,169,1,Masculino,Viúvo,Pós-graduação,Financiada,1
33,1879.66,7756.36,549,1,4,Masculino,Casado,Fundamental,Propria,1
62,9234.65,3879.49,404,120,4,Feminino,Solteiro,Médio,Propria,0
64,4177.48,9594.85,626,149,0,Feminino,Divorciado,Superior,Propria,1
65,5291.23,12129.05,781,152,1,Feminino,Viúvo,Pós-graduação,Propria,0
44,1215.93,20739.99,676,216,2,Masculino,Solteiro,Superior,Propria,0
40,4875.73,7154.06,314,159,1,Masculino,Solteiro,Pós-graduação,Propria,1
41,5456.96,25876.26,780,235,1,Feminino,Solteiro,Médio,Financiada,0
26,4827.68,5639.93,315,134,0,Masculino,Viúvo,Médio,Propria,1
52,3873.84,31320.4,874,61,2,Masculino,Solteiro,Médio,Financiada,1
68,3106.87,27078.63,784,30,0,Masculino,Divorciado,Superior,Alugada,1
37,7261.05,15988.16,578,62,1,Feminino,Viúvo,Pós-graduação,Propria,0
54,5061.61,3466.15,632,36,2,Masculino,Divorciado,Médio,Financiada,0
59,8081.5,14612.03,556,67,1,Masculino,Viúvo,Superior,Propria,0
34,3947.04,12292.11,484,224,0,Feminino,Divorciado,Pós-graduação,Alugada,1
64,4130.41,6079.99,887,78,0,Masculino,Viúvo,Superior,Financiada,0
48,6631.19,17037.07,326,136,4,Feminino,Solteiro,Superior,Alugada,1
25,1754.05,9234.5,324,197,2,Masculino,Divorciado,Médio,Alugada,1
32,2573.07,9995.66,361,45,4,Masculino,Divorciado,Superior,Alugada,1
48,7194.97,13574.25,532,94,2,Feminino,Divorciado,Pós-graduação,Propria,1
47,2656.13,10975.64,763,33,3,Feminino,Casado,Pós-graduação,Financiada,0
63,1361.9,29547.1,648,107,2,Feminino,Solteiro,Pós-graduação,Propria,1
37,8737.05,11250.0,585,59,1,Masculino,Divorciado,Superior,Propria,0
56,2212.36,18086.17,713,229,2,Masculino,Divorciado,Fundamental,Alugada,1
29,5368.24,16018.66,895,140,4,Feminino,Viúvo,Médio,Propria,1
66,5138.17,17469.25,705,35,0,Feminino,Solteiro,Fundamental,Financiada,1
34,500.0,18003.62,680,223,0,Masculino,Solteiro,Médio,Financiada,1
59,4465.37,21169.53,469,213,2,Masculino,Divorciado,Superior,Alugada,1
47,5896.83,16865.12,589,47,3,Feminino,Casado,Pós-graduação,Propria,1
46,5708.62,16574.27,815,92,0,Masculino,Divorciado,Fundamental,Propria,0
36,6807.04,15409.34,586,202,0,Feminino,Casado,Médio,Alugada,0
63,4225.02,14031.08,606,5,0,Masculino,Solteiro,Superior,Propria,0
28,6425.01,8617.41,861,132,3,Masculino,Solteiro,Pós-graduação,Alugada,0
51,3621.34,14573.92,307,192,4,Masculino,Casado,Fundamental,Propria,1
67,2179.07,16688.87,656,102,2,Masculino,Solteiro,Médio,Financiada,0
24,2404.54,17815.15,880,177,3,Masculino,Viúvo,Superior,Alugada,1
61,2075.78,16261.99,438,73,2,Feminino,Casado,Médio,Alugada,1
51,7019.17,13369.31,810,73,1,Feminino,Viúvo,Pós-graduação,Propria,0
37,1970.85,14600.44,547,112,2,Feminino,Divorciado,Superior,Financiada,0
67,5548.08,11124.47,840,151,0,Feminino,Divorciado,Pós-graduação,Financiada,1
55,4468.15,17192.57,482,6,3,Feminino,Viúvo,Pós-graduação,Alugada,0
41,4794.7,13452.1,722,85,3,Feminino,Solteiro,Médio,Alugada,0
27,7727.21,16263.93,696,57,4,Masculino,Viúvo,Médio,Financiada,0
49,4123.15,22005.62,604,148,1,Feminino,Solteiro,Médio,Propria,1
69,6223.2,10034.49,318,213,4,Masculino,Viúvo,Superior,Alugada,1
32,5075.13,19176.87,682,160,4,Feminino,Viúvo,Fundamental,Propria,1
54,4695.96,15232.47,525,43,1,Feminino,Solteiro,Pós-graduação,Propria,1
37,9599.94,29148.36,529,24,0,Feminino,Viúvo,Médio,Propria,0
20,2117.32,13485.9,794,94,3,Masculino,Casado,Pós-graduação,Financiada,1
54,7578.26,19866.15,783,207,2,Masculino,Solteiro,Superior,Propria,1
57,6312.81,15107.47,658,115,1,Masculino,Divorciado,Superior,Propria,0
25,4040.95,5281.87,672,142,4,Feminino,Divorciado,Superior,Alugada,0
57,8258.64,11355.18,377,156,2,Feminino,Viúvo,Pós-graduação,Alugada,0
61,1303.78,21163.3,626,82,1,Masculino,Divorciado,Médio,Financiada,1
40,3956.47,11971.14,575,51,1,Feminino,Casado,Médio,Alugada,0
57,2583.04,0.0,651,16,0,Feminino,Divorciado,Médio,Alugada,0
28,5824.17,14780.18,481,217,0,Feminino,Divorciado,Superior,Propria,1
63,2773.87,7353.65,804,227,3,Feminino,Solteiro,Fundamental,Financiada,0
25,5866.13,15922.72,897,35,3,Feminino,Viúvo,Superior,Financiada,0
46,4627.13,25858.03,688,162,2,Masculino,Divorciado,Superior,Alugada,0
47,4041.29,20386.2,634,167,3,Masculino,Viúvo,Superior,Financiada,0
27,5777.29,25756.59,745,150,1,Feminino,Solteiro,Médio,Financiada,0
56,4462.76,11069.42,808,200,1,Feminino,Divorciado,Pós-graduação,Alugada,0
45,2822.73,13997.84,547,161,1,Masculino,Divorciado,Médio,Financiada,0
66,10602.75,7688.95,592,185,1,Feminino,Solteiro,Superior,Financiada,0
53,4025.67,10211.7,830,81,0,Feminino,Solteiro,Médio,Financiada,1
30,564.78,8511.81,437,127,1,Feminino,Divorciado,Pós-graduação,Alugada,1
49,3315.8,5852.94,855,79,1,Feminino,Casado,Médio,Financiada,0
53,2465.45,24561.0,644,188,1,Feminino,Viúvo,Pós-graduação,Propria,0
54,6652.29,356.28,336,223,4,Feminino,Viúvo,Superior,Propria,0
43,5643.31,24590.97,613,155,2,Masculino,Viúvo,Médio,Alugada,1
39,5797.43,23722.41,519,59,2,Masculino,Casado,Superior,Alugada,1
21,4259.96,18498.55,442,159,1,Feminino,Viúvo,Superior,Propria,1
48,4441.3,7198.45,703,57,1,Masculino,Solteiro,Superior,Financiada,1
35,4258.14,3924.77,703,81,2,Feminino,Solteiro,Pós-graduação,Alugada,0
55,4837.61,11161.17,854,43,3,Masculino,Divorciado,Superior,Alugada,0
41,6670.67,19375.84,778,161,4,Feminino,Casado,Médio,Financiada,0
40,5672.15,15021.45,859,220,4,Masculino,Casado,Fundamental,Alugada,1
39,6000.23,7695.5,519,148,3,Feminino,Divorciado,Pós-graduação,Financiada,1
19,5999.12,23037.43,666,123,1,Masculino,Casado,Superior,Alugada,1
48,6768.88,26790.68,495,0,2,Feminino,Viúvo,Superior,Propria,0
28,5576.3,13413.81,331,182,4,Feminino,Divorciado,Médio,Propria,1
45,5717.7,15765.36,353,207,3,Feminino,Viúvo,Superior,Alugada,1
63,7377.61,4438.06,722,176,3,Masculino,Viúvo,Superior,Financiada,0
49,3669.91,12099.29,533,96,0,Feminino,Divorciado,Superior,Propria,1
22,3288.51,18573.08,409,20,3,Feminino,Solteiro,Pós-graduação,Propria,1
55,2628.16,17484.0,399,98,0,Feminino,Divorciado,Superior,Alugada,1
27,5365.83,11446.33,510,182,0,Masculino,Casado,Pós-graduação,Propria,1
57,1292.54,13080.3,702,154,4,Feminino,Viúvo,Médio,Financiada,1
63,5924.31,11869.52,449,147,1,Masculino,Viúvo,Pós-graduação,Financiada,0
41,4781.61,13050.75,693,222,1,Masculino,Casado,Superior,Propria,0
52,7269.28,17962.64,557,143,3,Feminino,Divorciado,Médio,Alugada,0
61,3656.17,1227.24,544,205,2,Feminino,Solteiro,Superior,Financiada,0
65,4593.36,14479.55,449,47,2,Feminino,Casado,Superior,Financiada,1
40,7244.41,17449.83,398,31,0,Feminino,Solteiro,Superior,Financiada,1
34,7766.27,11006.61,402,232,3,Masculino,Viúvo,Médio,Propria,0
18,3639.7,11644.67,311,31,3,Masculino,Divorciado,Superior,Financiada,1
48,5363.56,11847.24,525,180,1,Feminino,Divorciado,Médio,Financiada,0
